subject	Name	Domain	Acceleration	Instrument	Jerk	Magnitude	Variable	count	average
8	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.609984289180071
8	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.636673891144128
8	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	281	-0.601382421248399
8	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	281	-0.575938482711388
8	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	281	-0.525562919047438
8	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	281	-0.675275353078292
8	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	281	-0.573087292172598
8	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	281	-0.553968587869751
8	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	281	0.270759063295374
8	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	281	-0.0181894974688612
8	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	281	-0.106809623683986
8	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	281	-0.582958863017438
8	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	281	-0.349383732046263
8	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	281	-0.499472687913167
8	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	281	0.084215745375516
8	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	281	0.000860301581786477
8	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	281	-0.0196719912994306
8	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	281	-0.575993073911744
8	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	281	-0.458724925167972
8	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	281	-0.66835678475516
8	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.534248616612028
8	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.564471999961566
8	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.468522592843416
8	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.554038979266192
8	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	281	0.00359053897160142
8	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	281	-0.091077509832669
8	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	281	0.0640867611561922
8	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	281	-0.65621924228185
8	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	281	-0.570941237019217
8	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	281	-0.511392038012811
8	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	281	-0.104969855200356
8	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	281	-0.0400922240331673
8	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	281	-0.0582887148366548
8	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	281	-0.674984452240214
8	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	281	-0.683086930288968
8	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	281	-0.695970301754448
8	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.673625525658363
8	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	281	-0.715838385516014
8	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.476214943826192
8	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.581422885341281
8	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	281	0.647498175409253
8	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	281	0.0303211113118861
8	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	281	0.0836542406807936
8	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	281	-0.954256666035587
8	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	281	-0.94844645047331
8	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	281	-0.923180663601424
8	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.468522592843416
8	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	281	-0.554038979266192
9	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	142560	-0.503331506648247
9	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	288	-0.579258404408681
9	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	288	-0.610267804090278
9	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	288	-0.592119122804271
9	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	288	-0.547995744907986
9	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	288	-0.586766083232639
9	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	288	-0.501074006965903
9	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	288	-0.621377141312847
9	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	288	-0.699766614569444
9	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	288	-0.702931927996528
9	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	288	-0.572819893733993
9	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	288	-0.679065855003472
9	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	288	-0.739139922708333
9	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.553186448295139
9	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.624456827182986
9	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.609193721940625
9	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.611619343190972
9	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.786473954201389
9	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.801296292638889
9	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.700863097986111
9	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.697729432621528
9	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	288	-0.639863219559028
9	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	288	-0.683924287600694
9	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	288	-0.612680463163889
9	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	288	-0.690689895534722
9	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	288	-0.667203220760417
9	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	288	-0.619468634127778
9	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	288	0.270313841621528
9	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	288	-0.0209466555412396
9	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	288	-0.101233826213889
9	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	288	-0.555656544538194
9	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	288	-0.5758878952125
9	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	288	-0.506111776081806
9	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	288	0.0840171430291667
9	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	288	0.00678485848399306
9	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	288	-0.00102998088194444
9	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	288	-0.578305161360069
9	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	288	-0.678923872274306
9	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	288	-0.721610094569444
9	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.621608245092361
9	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.608862145384722
9	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.505183470509187
9	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.553038255314792
9	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	288	-0.0701318154561458
9	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	288	-0.0729884312991667
9	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	288	0.109092913237986
9	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	288	-0.676452392569444
9	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	288	-0.670498220701389
9	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	288	-0.587557692291458
9	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	288	-0.0892254930640278
9	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	288	-0.0397344421815972
9	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	288	-0.053402884281875
9	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	288	-0.7617108665625
9	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	288	-0.773273878854167
9	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	288	-0.744656038298611
9	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.7629795809375
9	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	288	-0.786176892048611
9	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.550201866572569
9	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.663198385034722
9	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	288	0.670845545555556
9	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	288	-0.0467446999509028
9	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	288	0.104353653032743
9	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	288	-0.958784666180555
9	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	288	-0.949938115208333
9	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	288	-0.920554317815972
9	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.505183470509187
9	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	288	-0.553038255314792
10	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	145530	-0.486263970725311
10	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	294	-0.532289464513605
10	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	294	-0.494651474235034
10	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	294	-0.655062273211565
10	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	294	-0.541170169070068
10	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	294	-0.532135172812313
10	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	294	-0.625871772082993
10	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	294	-0.547243039827891
10	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	294	-0.555104553563503
10	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	294	-0.721689700769728
10	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	294	-0.553403478735408
10	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	294	-0.556271725483333
10	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	294	-0.77916817122449
10	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.518734046961905
10	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.633196110969728
10	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.515140810846939
10	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.553027359614864
10	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.767780095068027
10	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.787144257176871
10	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.661496552826531
10	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.666014612598639
10	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	294	-0.620379208870442
10	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	294	-0.64835059542517
10	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	294	-0.567456661721769
10	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	294	-0.692654261914966
10	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	294	-0.565943677806123
10	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	294	-0.645947720476871
10	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	294	0.27684847392517
10	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	294	-0.017835790552415
10	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	294	-0.111301532185714
10	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	294	-0.537807711163265
10	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	294	-0.497405885644898
10	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	294	-0.614776952226361
10	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	294	0.0798108613061224
10	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	294	0.0129143257457823
10	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	294	-0.0113556967940476
10	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	294	-0.52938321427551
10	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	294	-0.540236619204728
10	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	294	-0.750729260772109
10	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.57776193128833
10	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.529340480130272
10	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.502500207000204
10	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.545348810631551
10	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	294	-0.0185023695936054
10	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	294	-0.0846403674590918
10	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	294	0.0910265011879252
10	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	294	-0.67390558227449
10	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	294	-0.591333155194558
10	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	294	-0.598142328621088
10	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	294	-0.108150829882313
10	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	294	-0.0424219983671769
10	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	294	-0.0555521277515646
10	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	294	-0.703243499727891
10	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	294	-0.768641779047619
10	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	294	-0.686800252738095
10	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.734465805340136
10	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	294	-0.768821828979592
10	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.521819802352381
10	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.624408369413333
10	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	294	0.642905730306122
10	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	294	-0.0740248544557823
10	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	294	0.0552047227876769
10	tGravityAcc-std()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	294	-0.965808126428572
10	tGravityAcc-std()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	294	-0.95452407255102
10	tGravityAcc-std()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	294	-0.938706428064626
10	tGravityAccMag-mean()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.502500207000204
10	tGravityAccMag-std()	Time1	Gravity	Accelerometer1	fJerk1	Magnitude	SD1	294	-0.545348810631551
11	NA	Time1	NA	Accelerometer1	fJerk1	NA	SD1	156420	-0.523769462997387
11	fBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	316	-0.619524028324683
11	fBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	316	-0.531455265662532
11	fBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	316	-0.750026145791139
11	fBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	316	-0.579491754749367
11	fBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	316	-0.502570240243355
11	fBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	316	-0.652095671108544
11	fBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	316	-0.676672987166456
11	fBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	316	-0.632374688606013
11	fBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	316	-0.825559590221519
11	fBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	316	-0.672195644346519
11	fBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	316	-0.609444998247785
11	fBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	316	-0.858259630601266
11	fBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.611528074359177
11	fBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.674470159009494
11	fBodyBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.656133473274684
11	fBodyBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.676925075857595
11	fBodyBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.864827011392405
11	fBodyBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.879254016740506
11	fBodyBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.757585939588608
11	fBodyBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.711267219682278
11	fBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	316	-0.709949332117089
11	fBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	316	-0.776852868955696
11	fBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	316	-0.708842979272152
11	fBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	316	-0.751758277167721
11	fBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	316	-0.670892713066772
11	fBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	316	-0.75596062835443
11	tBodyAcc-mean()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	316	0.27658531139557
11	tBodyAcc-mean()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	316	-0.0191272531933228
11	tBodyAcc-mean()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	316	-0.108941761642405
11	tBodyAcc-std()-X	Time2	Body	Accelerometer2	fJerk1	NA	SD2	316	-0.58947649779557
11	tBodyAcc-std()-Y	Time3	Body	Accelerometer3	fJerk1	NA	SD3	316	-0.490379346996835
11	tBodyAcc-std()-Z	Time4	Body	Accelerometer4	fJerk1	NA	SD4	316	-0.665324314227848
11	tBodyAccJerk-mean()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	316	0.0830134540658228
11	tBodyAccJerk-mean()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	316	0.0078044254343038
11	tBodyAccJerk-mean()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	316	-0.00657424975259494
11	tBodyAccJerk-std()-X	Time2	Body	Accelerometer2	fJerk2	NA	SD2	316	-0.659323083055063
11	tBodyAccJerk-std()-Y	Time3	Body	Accelerometer3	fJerk2	NA	SD3	316	-0.608784226719937
11	tBodyAccJerk-std()-Z	Time4	Body	Accelerometer4	fJerk2	NA	SD4	316	-0.842511816044304
11	tBodyAccJerkMag-mean()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.679819504547468
11	tBodyAccJerkMag-std()	Time1	Body	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.664241760370253
11	tBodyAccMag-mean()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.542825032813608
11	tBodyAccMag-std()	Time1	Body	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.612882270912658
11	tBodyGyro-mean()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	316	-0.0547328440272468
11	tBodyGyro-mean()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	316	-0.0582275770813291
11	tBodyGyro-mean()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	316	0.087284109682356
11	tBodyGyro-std()-X	Time2	NA	Accelerometer2	fJerk1	NA	SD2	316	-0.739922126628797
11	tBodyGyro-std()-Y	Time3	NA	Accelerometer3	fJerk1	NA	SD3	316	-0.703501766487342
11	tBodyGyro-std()-Z	Time4	NA	Accelerometer4	fJerk1	NA	SD4	316	-0.725016008797468
11	tBodyGyroJerk-mean()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	316	-0.0805473309873418
11	tBodyGyroJerk-mean()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	316	-0.0493914065474684
11	tBodyGyroJerk-mean()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	316	-0.0480140167267405
11	tBodyGyroJerk-std()-X	Time2	NA	Accelerometer2	fJerk2	NA	SD2	316	-0.781738140601266
11	tBodyGyroJerk-std()-Y	Time3	NA	Accelerometer3	fJerk2	NA	SD3	316	-0.868377254082279
11	tBodyGyroJerk-std()-Z	Time4	NA	Accelerometer4	fJerk2	NA	SD4	316	-0.795490882468355
11	tBodyGyroJerkMag-mean()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.826829028481013
11	tBodyGyroJerkMag-std()	Time1	NA	Accelerometer1	fJerk2	Magnitude	SD1	316	-0.866905012626582
11	tBodyGyroMag-mean()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.628367851066456
11	tBodyGyroMag-std()	Time1	NA	Accelerometer1	fJerk1	Magnitude	SD1	316	-0.696771378957911
11	tGravityAcc-mean()-X	Time2	Gravity	Accelerometer2	fJerk1	NA	SD2	316	0.730526184936709
11	tGravityAcc-mean()-Y	Time3	Gravity	Accelerometer3	fJerk1	NA	SD3	316	0.0527387028613924
11	tGravityAcc-mean()-Z	Time4	Gravity	Accelerometer4	fJerk1	NA	SD4	316	0.140209861246835
